logFC	AveExpr	t	P.Value	adj.P.Val	B
MAGEB1	-0.316288765158251	4.0547174604962	-5.00988114623844	1.03434427579942e-06	0.0001641503526966	5.29563875118387
POPDC2	-0.331844381464086	4.24588180024978	-5.00830701284445	1.04205420726713e-06	0.0001641503526966	5.28875094409288
GJA1	-0.377567649110959	9.18105078308132	-5.00665735793611	1.05019374137876e-06	0.0001641503526966	5.28153456267286
VCAN	-0.296653011054868	6.89925598591789	-5.00028604813343	1.08221220711479e-06	0.0001641503526966	5.25368146238518
REEP5	0.219290331667661	8.32381915754258	4.99955487357018	1.08594655709731e-06	0.0001641503526966	5.25048686349683
WWTR1	-0.278230575876815	5.620392134143	-4.99731538557085	1.09746214853183e-06	0.0001641503526966	5.24070459589457
CKMT1A	0.41751129189518	7.01374927571485	4.99581627197287	1.10523664885185e-06	0.0001641503526966	5.23415832735901
ATP6V0D1	0.304963890602224	7.47342670697442	4.98965788903765	1.13773754940631e-06	0.000165741390121859	5.20728284096285
RASL12	-0.489151304835886	6.56107991083872	-4.98713379523022	1.15132409917331e-06	0.000165741390121859	5.19627533114973
NDUFS5	0.197119760178713	8.79000811221308	4.98520534548946	1.16181015027313e-06	0.000165741390121859	5.18786845184259
ANXA1	-0.565500761154113	6.2652298691406	-4.97930315881291	1.1944812493547e-06	0.000168027650782628	5.1621548520972
RHOQ	-0.215380449278766	7.39058301823367	-4.97647338418796	1.21045891986519e-06	0.000168027650782628	5.14983535268076
CRTAP	-0.197607455190897	5.90208267986528	-4.97404589068029	1.2243298664294e-06	0.000168027650782628	5.13927172162275
REEP1	0.336801666039144	6.91760712843037	4.96597146274251	1.27158361492609e-06	0.000172331369412858	5.10416463564788
PLK2	0.407860414390252	6.27168747481286	4.9464175221309	1.39344653806062e-06	0.000186515399575966	5.01933734741975
TAGLN3	0.399690078890161	7.49835294798439	4.9434413824653	1.41295807461591e-06	0.000186820627377874	5.00645036079937
STMN2	0.508769084348522	8.51001487845657	4.93677177557204	1.45764852905428e-06	0.000190407534361524	4.97759320268
PLCE1	-0.255936944949762	5.44639866005304	-4.9294122599469	1.50854855243569e-06	0.000194710516732235	4.94578784366363
NUPR1	-0.431432780868756	6.84672601052915	-4.92392262405932	1.54763119471417e-06	0.000197404910742247	4.92208864149224
GYG2	-0.298082634102201	5.74388616350824	-4.92083232687045	1.57006103364257e-06	0.000197937229380846	4.90875704354903
TPD52	0.202707613402744	6.3762059306991	4.91595236339841	1.60612209990527e-06	0.000199118871520786	4.88771868484256
NPTX1	0.327714858358291	7.09249615825239	4.91461217059435	1.61616497821704e-06	0.000199118871520786	4.88194386258546
PPP2CA	0.235112400963375	7.82384317552341	4.9033132984637	1.70328301682768e-06	0.000207494319870177	4.83330866230406
SCN3B	0.438671918602994	7.12894884664991	4.89170125928377	1.79754039006676e-06	0.000215708733132081	4.78342067580807
BSN	0.378178908019541	7.40214161649799	4.89015034839709	1.810504954346e-06	0.000215708733132081	4.77676492036571
NDUFA9	0.226585848679749	6.62894653661176	4.88670494221644	1.83963047372899e-06	0.000216796452132279	4.76198508370153
SLIT1	0.294803693128789	6.09530646787923	4.87536861649667	1.93869296794578e-06	0.000226014076972776	4.71341550599607
SLC25A4	0.305850842982804	6.81103195310439	4.86850055835747	2.00119680710866e-06	0.000230818891305022	4.68403475440176
JUNB	-0.382702966829278	6.37059346089319	-4.86105556596057	2.0711502342454e-06	0.000235034552304852	4.65222424605505
GABARAPL1	0.252570565943014	8.2577386870354	4.85838974299801	2.09676830541578e-06	0.000235034552304852	4.64084357515722
INA	0.499715935232253	7.3312507086052	4.85776862194112	2.10278099737785e-06	0.000235034552304852	4.6381926804545
LIFR	-0.251533980617339	6.08699216700076	-4.84630866492593	2.21675369317826e-06	0.000245245342259579	4.58933235293622
PDE1A	0.308699707733744	5.8897185739193	4.84371297839238	2.24338552431051e-06	0.000245684705601763	4.57827860548156
FGF12	0.297479253407038	5.74673969805013	4.83609579812279	2.32333455890506e-06	0.000251895932876486	4.54586884484686
ATP1A1	0.317959207617092	8.02951068399858	4.83283324652537	2.35841351094896e-06	0.000253167517680283	4.53200006775179
S100A6	-0.267993356044132	6.44006618866225	-4.81605808400451	2.54701114172202e-06	0.00027073230194657	4.46081194556551
NRN1	0.341529274637668	6.99347869153953	4.81104374023479	2.60615813068991e-06	0.000274329771387767	4.4395722643227
ATP6V1A	0.360390874502487	7.74254313429509	4.79046268378012	2.86311733703185e-06	0.00029847998238557	4.35258610010911
LY6E	0.316193971596331	6.3575430133965	4.78616757238709	2.91974589155511e-06	0.000300498098239126	4.33447148102956
ZFP36L2	-0.224683763542788	5.7693459736934	-4.78480704788156	2.93790798868727e-06	0.000300498098239126	4.32873626577056
IFI6	0.352771204559709	6.86070174877797	4.76442471255681	3.22340628452866e-06	0.000325256179638864	4.24297667455763
HBP1	-0.236345232237722	5.87850827961334	-4.76329687900524	3.23996194438271e-06	0.000325256179638864	4.23824008604151
MLLT11	0.408430164873576	8.72705310784653	4.75400284855715	3.37954991487235e-06	0.000336156698871982	4.19924299761175
MDH1	0.371753173332562	8.44703674860731	4.75142643109547	3.41926126316992e-06	0.000337014823775348	4.18844367422536
GABBR2	0.477976149854958	7.6836374478009	4.74816614296785	3.47015898051148e-06	0.000338950123123472	4.17478477122772
KCNQ3	0.213809601135672	5.76349400982493	4.74530899910049	3.51536328035303e-06	0.000340299720407032	4.16282120466803
CALD1	-0.205639831316848	5.93739907983756	-4.74310493768953	3.55062240542153e-06	0.00034067122229717	4.15359632412798
LAMP3	-0.33688316762824	4.12710005387074	-4.72801562082002	3.80133734154327e-06	0.000361510885626611	4.09053673269476
RGS7	0.418085260064631	6.42959029071712	4.72609147794227	3.834509485986e-06	0.000361510885626611	4.08250752739987
TSPAN7	0.341013742226391	8.8807117964673	4.72035869871395	3.93500548525131e-06	0.000367787323026678	4.05860141221181
PEX11B	0.243046409785298	7.31676004014447	4.69993142983886	4.3141549834354e-06	0.000399778361798347	3.97361377345874
SPO11	-0.336870665368503	3.86696689404595	-4.69427271587221	4.42526567842345e-06	0.000406599410893789	3.95012479307973
NEIL3	-0.305642800530762	4.05496950903733	-4.68921018186674	4.52700367290496e-06	0.00041245188085408	3.92913043447053
CRYBA2	-0.31412261071872	4.11215229483523	-4.68308239088415	4.65316693513098e-06	0.000416963464044501	3.90374362509721
CISD1	0.274314692831218	7.02800845666414	4.68306937911533	4.65343840152967e-06	0.000416963464044501	3.903689748023
RAB13	-0.347357703054022	7.00739209582704	-4.67854159381541	4.74883470802867e-06	0.000421799071093044	3.88494936574766
PPM1H	0.26614749547058	6.40360154320483	4.6768379964329	4.78521359015352e-06	0.000421799071093044	3.8779021235708
BEX1	0.321930640159239	8.71712344382803	4.66768989178976	4.98520253298017e-06	0.000435883595665895	3.8400958248121
THY1	0.335581040845136	8.20175992559258	4.66413287378326	5.06511752044791e-06	0.00043932803325357	3.82541239460347
TPTE	-0.30846786955539	3.77936413195359	-4.66003255970829	5.15877021353592e-06	0.000440703940925394	3.80849779001924
YWHAZ	0.251212769330765	7.82643196165866	4.65988044867913	5.16227637866861e-06	0.000440703940925394	3.8078705402578
NRIP3	0.426194610263551	8.1288369332392	4.65328554397561	5.31651605790146e-06	0.000450325524216934	3.78069198225158
PRDX6	-0.259503225112884	8.29603751480477	-4.64973513593212	5.40138032744817e-06	0.000450686894726524	3.76607351399762
ERC2	0.437283168629263	6.98675018619866	4.64962973196417	5.40391960103745e-06	0.000450686894726524	3.76563966526065
PDHA1	0.17291779429582	6.952882074503	4.64558007897532	5.50235466810521e-06	0.000452660296029176	3.74897726978714
WFDC1	0.287375177062534	5.57868197181183	4.64402085576967	5.54071332398282e-06	0.000452660296029176	3.7425650348046
CYFIP2	0.237229189048184	7.93860041806445	4.64353035454981	5.55283336763331e-06	0.000452660296029176	3.74054824173565
SEH1L	0.266017840653187	6.14413389261363	4.64133174585275	5.60747433358012e-06	0.000453703259139371	3.73151040819004
PIM1	-0.230195543127359	5.89839880378033	-4.63106941095706	5.86944207224928e-06	0.000471381414424642	3.68937219257367
FAIM2	0.230461230803134	8.1255607184715	4.6220622251822	6.1090461258399e-06	0.000487016750708501	3.65245189799107
SULT4A1	0.347830965082525	6.64851573863942	4.61603131036916	6.27471094534848e-06	0.000489369527496634	3.62776483735912
APLP1	0.203538755648105	8.40469816606908	4.61531618244479	6.29463941878311e-06	0.000489369527496634	3.62483930502414
PRKX	-0.311240430693761	5.57213742178651	-4.61489514675978	6.30640090220613e-06	0.000489369527496634	3.62311705813578
EFEMP1	-0.394410778050683	6.51684837455416	-4.61444122426242	6.31910476383774e-06	0.000489369527496634	3.62126043477709
NAV2	-0.186059686443234	6.07450821441832	-4.61005187150206	6.4432264708934e-06	0.000495442988634229	3.60331507873661
SV2A	0.349109827821407	7.75224753785112	4.60431130028166	6.60910318363768e-06	0.000502803171173478	3.57986697021698
PPEF2	-0.30190159240373	4.03824078183534	-4.60208976142271	6.6743923333179e-06	0.000502803171173478	3.57079936320405
MDH2	0.227968056041539	7.71232353609329	4.60196517983262	6.67807200230408e-06	0.000502803171173478	3.57029096960927
PPP3R1	0.336760404784965	7.25778875409875	4.59859498904449	6.77835873663496e-06	0.000506834244293767	3.55654223521343
ANXA2	-0.262467330608092	6.09192230776157	-4.59507948316754	6.88451343924779e-06	0.000511245854166606	3.54220966655815
IFNA14	-0.308469405091668	3.70314772827156	-4.58387891754592	7.23350124785935e-06	0.000533507622648239	3.49660662610091
FSCN3	-0.318417291532076	4.14021362584043	-4.58101206239051	7.32552651716687e-06	0.000536644314183265	3.48494922330054
WASF1	0.260122242583288	7.45737843021097	4.5786932927807	7.40078129056817e-06	0.000537641009509554	3.47552495317531
TSPAN6	-0.364139652025185	5.87343895658481	-4.57605362671666	7.48735590210285e-06	0.000537641009509554	3.46480131724202
OSBPL11	-0.324665182744073	5.92793419071336	-4.57603718430842	7.48789821397737e-06	0.000537641009509554	3.46473453624703
ADAM23	0.273523741717984	5.79384393470911	4.57295446552601	7.59024443257261e-06	0.000541404145644422	3.45221759891398
ACTR10	0.271404576474653	7.14688707172773	4.5685641197184	7.73832960489194e-06	0.000548359278276068	3.43440343762859
PRKCZ	0.22599807201572	6.83315772225109	4.54996102479053	8.39721969409414e-06	0.000591186077424472	3.35907928553231
KCNJ6	0.384443221323336	6.73372778442907	4.54581482681779	8.55125556589678e-06	0.000598146534486793	3.34232644779741
NCALD	0.347297577156834	6.23263256847651	4.54117674884702	8.72678445573444e-06	0.000606511519673544	3.32360135993038
PAX6	-0.277846479294227	6.25368419500416	-4.53563013517802	8.94124718237533e-06	0.000617458611154862	3.30122937961366
LRRTM2	0.249347996986806	6.95143301350853	4.53270854847111	9.0562399439687e-06	0.000621441477674105	3.28945455344156
SYN1	0.323760858723907	7.15144310099017	4.5202491801631	9.56279348559918e-06	0.00065146776227092	3.23931140484399
CLIP3	0.24809861461694	7.92652774174153	4.51902551764382	9.61398653046921e-06	0.00065146776227092	3.23439299792663
CABP5	-0.272459581828908	3.85136868700349	-4.51665088071233	9.71408411334099e-06	0.000654162111533186	3.22485154646272
RUNDC3B	0.248056578843629	7.12735488740317	4.50797482176808	1.008838715353e-05	0.000675174651349213	3.19002646436681
FHL2	0.27885422297941	5.77126795600731	4.50593807754392	1.0178244134387e-05	0.000677009342975606	3.18185929413069
DIO1	-0.264785608919454	3.99116718652102	-4.49538548602872	1.06562527234382e-05	0.000701252300280069	3.13959412389349
MAGEA4	-0.302127399472831	3.9529416273565	-4.49396617889932	1.07221664361845e-05	0.000701252300280069	3.13391589966225
SNAP25	0.380729417080637	8.67783554498025	4.49365321056316	1.07367535368467e-05	0.000701252300280069	3.13266401026282
RTN3	0.253724933741552	8.10605177266656	4.48905508928781	1.09532766640791e-05	0.0007064506318361	3.11427976788671
SARS	0.193882224219498	6.79571750790847	4.48635242642255	1.10824942305262e-05	0.0007064506318361	3.10348137184164
DUOX2	-0.304107501958518	4.19971484593817	-4.48577525767374	1.11102784628785e-05	0.0007064506318361	3.1011760252234
MAPK9	0.230629461259451	6.20913103590532	4.48526619601844	1.11348396136837e-05	0.0007064506318361	3.09914292198731
RCAN2	0.361412472672215	7.59691546822325	4.48426072862325	1.1183504602425e-05	0.0007064506318361	3.09512783323899
TXNIP	-0.387274890042931	7.81079907609987	-4.48377069256666	1.12072965021038e-05	0.0007064506318361	3.09317126919278
ATP5G1	0.18372188230031	6.77929535353937	4.47771477085445	1.15053613663104e-05	0.000719563379527521	3.06900672769858
GOT1	0.379287284287693	7.60040879159117	4.47685967761345	1.15480564506354e-05	0.000719563379527521	3.06559692800248
FSD1	0.226702430298652	5.98603842728254	4.47095751794992	1.18469298471689e-05	0.000726733023416847	3.0420762725629
DUSP1	-0.323346590116614	7.14221536791691	-4.46973699139586	1.19096549023709e-05	0.000726733023416847	3.03721563188873
CCL2	-0.655881898134584	5.90884449879248	-4.4683338032127	1.19821613129595e-05	0.000726733023416847	3.03162894294572
TJP2	-0.29069422178909	6.21850863153811	-4.46814511853185	1.19919434128769e-05	0.000726733023416847	3.03087782205159
STMN4	0.28623943905876	7.49363797566847	4.46802322226733	1.1998267034829e-05	0.000726733023416847	3.03039258847801
KIFAP3	0.350211822705757	7.37974183003627	4.4603306072061	1.24038790399056e-05	0.000747126980836979	2.99979316308
ACACB	-0.249309154055864	6.41595603524465	-4.45602116187782	1.26368244131636e-05	0.000756952764019445	2.98267068261397
MARCH3	-0.315337274305919	5.62732412622254	-4.44940414988335	1.3002697711069e-05	0.000774589277930824	2.95640693299171
DAAM1	-0.231210841708686	6.6438676149002	-4.44581757634125	1.32052366325414e-05	0.000782356150655815	2.94218517749008
GRAMD3	-0.346431225743429	7.49497236037627	-4.43223235475446	1.40002173785973e-05	0.000820735055058926	2.88840409147531
BCL11A	0.259177459660576	6.17188182943203	4.431576824216	1.4039716694195e-05	0.000820735055058926	2.88581250819258
DKK4	-0.278636207075305	4.01910555637621	-4.43090802905529	1.40801254603358e-05	0.000820735055058926	2.8831688191605
STAU2	0.22982076658417	5.9379395736347	4.42210848067075	1.46222999388305e-05	0.000847780619982892	2.84841647544238
STXBP1	0.287594072237451	8.11632841919835	4.40485917809186	1.57437673548438e-05	0.000907946413091578	2.78046331119603
MAP2K1	0.375849642822903	7.48958792144254	4.40225699122545	1.59199508548807e-05	0.000913249244278393	2.77023163869302
SNX10	0.364282198506089	6.98622186016283	4.39287113541616	1.65712705252832e-05	0.000942197702094251	2.73336958717492
SLC9A6	0.248639195203795	7.49875862560165	4.39248802377921	1.65983915421511e-05	0.000942197702094251	2.73186637305181
CDC42EP4	-0.252300399046623	6.91063402299421	-4.39052564109672	1.67379800238022e-05	0.000945172809469083	2.72416832463505
ATP5F1	0.22517200871998	7.23303798888069	4.38895541739494	1.68504832961564e-05	0.000946595543507398	2.71801074630752
WWC1	-0.202884716191787	5.93560907962648	-4.37263300749201	1.80637095692114e-05	0.00100951927396593	2.65411394411836
ACTR1A	0.199008705068702	7.23323659861713	4.36578633520714	1.85971588871344e-05	0.00103400203412467	2.62737182845586
TCEAL2	0.180838499888418	8.57117827000061	4.36158116039904	1.89322483351324e-05	0.00104539402943318	2.6109647133874
NAP1L2	0.270023107577405	6.77426581249769	4.36080293432135	1.89948924366663e-05	0.00104539402943318	2.60792982555628
CAMK2A	0.333198146909253	8.37577490796081	4.35694224278024	1.93086107598266e-05	0.00105272930163623	2.59288091312602
TOMM34	0.335748204169986	7.11065047257866	4.35677430249987	1.93223695836201e-05	0.00105272930163623	2.59222654245385
MAP3K5	-0.190002372414354	7.33204899335783	-4.35248812683253	1.96767187493282e-05	0.00106320951408649	2.57553295565144
SEZ6L2	0.204253531891302	6.13705042535203	4.35103939946218	1.97978903294473e-05	0.00106320951408649	2.56989369064941
GABRB3	0.222888695148427	6.16766338953194	4.35090793851911	1.98089210335243e-05	0.00106320951408649	2.56938204963402
GAD1	0.27601373713349	5.53863410942228	4.34612021630009	2.02146882140033e-05	0.00107948980246196	2.55075739833614
C1S	-0.377832978296048	5.58336005028157	-4.34499298708361	2.03113742577236e-05	0.00107948980246196	2.54637492319055
MAST3	0.305096609825549	7.5842917222441	4.3395886107342	2.07811107982327e-05	0.00109906733304604	2.52537709990622
LPAR4	-0.390988759499242	5.75144211179619	-4.33519693123688	2.11704717539283e-05	0.00110936803306431	2.50833036969185
MCL1	-0.183864467387178	6.08613914897641	-4.33508463747577	2.11805186168891e-05	0.00110936803306431	2.50789468371914
CYBRD1	-0.316063722616129	6.39396487799355	-4.32547056702921	2.20578235622813e-05	0.00114680613194854	2.47062900447216
SOX9	-0.272417195870114	7.58275339161657	-4.32494415362227	2.21068512799526e-05	0.00114680613194854	2.46859058213634
ATP6V0E1	-0.171014868514723	7.36123120660208	-4.32138707017755	2.24408867853119e-05	0.00115039005148539	2.4548220989974
DPYSL3	-0.237077834062201	7.04289508889941	-4.3208417866816	2.24925180688169e-05	0.00115039005148539	2.45271231349878
PBXIP1	-0.27110284532559	5.92834217255165	-4.32082348481557	2.2494252989753e-05	0.00115039005148539	2.45264150471728
ATP5L	0.160475556904839	7.67639700197615	4.31707591001069	2.28522155636528e-05	0.00116320995840903	2.43814777065201
EFHD2	0.279083049792135	6.9859271257247	4.31359907295541	2.31891896620673e-05	0.00117484670241184	2.42471072701923
CHN1	0.27532875668438	8.60957764511111	4.30638168404242	2.39039468563307e-05	0.00120542600844808	2.3968470073709
MYO5C	-0.343978897615735	5.45321320526635	-4.30011767971126	2.45413378030847e-05	0.0012159267695978	2.37269631497967
OPA1	0.202389352076987	6.23629157986563	4.29999951245979	2.45535167796612e-05	0.0012159267695978	2.37224101355886
NDUFAB1	0.218914936207285	7.88593398966353	4.29837922499704	2.47210971952455e-05	0.0012159267695978	2.3659990848785
BCL6	-0.271996282924794	6.40684614257128	-4.297803816455	2.47808725595674e-05	0.0012159267695978	2.3637828891943
CHGB	0.545405450234045	7.39042241784363	4.29685452693778	2.4879790385471e-05	0.0012159267695978	2.36012723972689
NAP1L3	0.320314153266682	8.13369835881853	4.29620157727189	2.49480482429028e-05	0.0012159267695978	2.35761317615613
OVOL1	-0.183728464164666	4.1215637818422	-4.29570390470393	2.50001941037047e-05	0.0012159267695978	2.3556971983679
DCTN1	0.199535197006025	7.1585254201751	4.29561636367251	2.50093773861196e-05	0.0012159267695978	2.35536019588329
SNTB1	-0.223016348644859	5.30583399048709	-4.28669850677354	2.59619897530982e-05	0.00125660666474594	2.32106036821207
FXYD7	0.353551088559777	6.15270857118469	4.28528404197307	2.61162384206294e-05	0.00125845447536206	2.31562566897329
TOMM70A	0.210036159033932	7.23874602679693	4.28163940705326	2.65177400463908e-05	0.00127214751142907	2.30162922424741
MAP2K4	0.272497516871533	7.11729814495305	4.27960497641785	2.67444189832286e-05	0.00127608487139094	2.29382086464732
CDH16	-0.226260479784367	3.91459680819836	-4.27879475241287	2.68352103557587e-05	0.00127608487139094	2.2907120249434
SLC12A5	0.365093499682568	7.7686622414539	4.27580182618576	2.71731520674986e-05	0.00128651229133546	2.27923250378812
PRRX1	-0.264212705710788	5.65080517667328	-4.27427927714981	2.73466268993291e-05	0.00128909621235881	2.27339533197708
NEUROD6	0.504282923463684	5.88345518071538	4.26666797214088	2.82298408175051e-05	0.00132211154309603	2.24424172831095
HIGD1A	0.195223773807003	8.1157653711676	4.26615027877911	2.82908944842537e-05	0.00132211154309603	2.24226042478413
GMPR	-0.460426796402753	5.71251960969567	-4.26087690670975	2.892004225176e-05	0.00134571286735443	2.22209005568506
KRT84	-0.268700570787267	4.01967179455104	-4.25825563223014	2.92377343783887e-05	0.00135468169286534	2.21207178622565
PAWR	-0.16521015540759	4.94966014807817	-4.25604464150823	2.95082931126134e-05	0.00136139963373172	2.20362569805723
DOCK3	0.281170271164206	6.36032693022601	4.25244519955948	2.99538846168781e-05	0.00137610176701776	2.18988371790601
